지역,상호,주소,기간,상표,셀프여부,고급휘발유,휘발유,경유,실내등유
서울 은평구,㈜한화미 구파발주유소,서울 은평구 통일로 1031,20250403,S-OIL,셀프,0.0,1583.0,1443.0,0.0
서울 은평구,대성산업㈜ 대성주유소,서울 은평구 통일로 642,20250403,GS칼텍스,셀프,1867.0,1635.0,1495.0,0.0
서울 은평구,박석고개주유소,서울 은평구 통일로 945 (갈현동),20250403,SK에너지,셀프,0.0,1583.0,1443.0,0.0
서울 은평구,불광주유소,서울 은평구 연서로 314,20250403,HD현대오일뱅크,셀프,1857.0,1583.0,1443.0,0.0
서울 은평구,성원이앤에스(주)은평지점,서울 은평구 통일로 968 (진관동),20250403,GS칼텍스,셀프,1882.0,1633.0,1524.0,0.0
서울 은평구,지에스칼텍스(주)수색뉴타운주유소,서울 은평구 수색로 350 (수색동),20250403,GS칼텍스,셀프,1869.0,1619.0,1509.0,0.0
서울 은평구,지에스칼텍스㈜ 서부주유소,서울 은평구 응암로 210 (응암동),20250403,GS칼텍스,셀프,1879.0,1624.0,1518.0,0.0
서울 은평구,지에스칼텍스㈜ 신사제일주유소,서울 은평구 증산로 423 (신사동),20250403,GS칼텍스,셀프,1874.0,1624.0,1518.0,1418.0
서울 은평구,코끼리주유소,서울 은평구 서오릉로 41 (녹번동),20250403,자가상표,일반,0.0,1763.0,1613.0,0.0
서울 은평구,타이거주유소,서울 은평구 수색로 188 (증산동),20250403,SK에너지,셀프,0.0,1614.0,1504.0,1600.0
서울 종로구,(주)대양씨앤씨 사직주유소,서울 종로구 사직로 65,20250403,GS칼텍스,일반,2525.0,2325.0,2165.0,1800.0
서울 종로구,(주)중앙에너비스 혜화주유소,서울 종로구 창경궁로35길 1,20250403,SK에너지,셀프,2055.0,1675.0,1575.0,0.0
서울 종로구,HD현대오일뱅크㈜직영 재동주유소,서울 종로구 율곡로 58 (경운동),20250403,HD현대오일뱅크,셀프,2009.0,1645.0,1579.0,0.0
서울 종로구,㈜북악주유소,서울 종로구 평창문화로 137,20250403,GS칼텍스,셀프,2089.0,1889.0,1799.0,0.0
서울 종로구,㈜지에스이앤알 평창주유소,서울 종로구 평창문화로 135 (평창동),20250403,HD현대오일뱅크,셀프,1885.0,1699.0,1649.0,0.0
서울 종로구,구도일주유소특종,서울 종로구 평창문화로 90 (평창동),20250403,S-OIL,일반,2070.0,1850.0,1720.0,1600.0
서울 종로구,안풍주유소,서울 종로구 자하문로 303,20250403,S-OIL,일반,1999.0,1799.0,1695.0,0.0
서울 종로구,자하문주유소,서울 종로구 자하문로 248 (부암동),20250403,SK에너지,셀프,2000.0,1845.0,1695.0,0.0
서울 중구,HD현대오일뱅크㈜직영 장원주유소,서울 중구 동호로 203 (신당동),20250403,HD현대오일뱅크,일반,2068.0,1855.0,1748.0,1600.0
서울 중구,SK에너지(주) 퇴계로주유소,서울 중구 퇴계로 228 (필동2가),20250403,SK에너지,일반,1979.0,1940.0,1877.0,0.0
서울 중구,다산주유소,서울 중구 다산로 233,20250403,S-OIL,셀프,1754.0,1584.0,1454.0,1600.0
서울 중구,서남주유소,서울 중구 통일로 30,20250403,SK에너지,일반,3164.0,2764.0,2632.0,2177.0
서울 중구,신당동주유소,서울 중구 다산로 242 (신당동),20250403,SK에너지,일반,2348.0,2148.0,1998.0,1650.0
서울 중구,약수주유소,서울 중구 다산로 173,20250403,SK에너지,셀프,1967.0,1749.0,1638.0,0.0
서울 중구,장충드림주유소,서울 중구 동호로 296,20250403,S-OIL,셀프,0.0,1745.0,1625.0,0.0
서울 중구,장충주유소,서울 중구 장충단로 202 (장충동1가),20250403,SK에너지,일반,2438.0,2138.0,1998.0,0.0
서울 중구,진심self주유소,서울 중구 왕십리로 403,20250403,S-OIL,셀프,1764.0,1594.0,1464.0,0.0
서울 중구,필동주유소,서울 중구 퇴계로 196,20250403,GS칼텍스,일반,2779.0,2529.0,2399.0,1789.0
서울 중랑구,(주)자연에너지 대창주유소,서울 중랑구 동일로 636 (면목동),20250403,HD현대오일뱅크,셀프,1869.0,1589.0,1459.0,0.0
서울 중랑구,(주)태영 구도일주유소 한인,서울 중랑구 망우로 170,20250403,S-OIL,셀프,1857.0,1657.0,1517.0,0.0
서울 중랑구,구도일주유소 동천,서울 중랑구 동일로 654 (면목동),20250403,S-OIL,셀프,0.0,1609.0,1477.0,0.0
서울 중랑구,대양주유소,서울 중랑구 봉우재로 105 (상봉동),20250403,GS칼텍스,셀프,1835.0,1620.0,1489.0,1580.0
서울 중랑구,대원주유소,서울 중랑구 동일로 600,20250403,GS칼텍스,셀프,1839.0,1609.0,1477.0,0.0
서울 중랑구,면목SELF주유소,서울 중랑구 동일로 627 (면목동),20250403,SK에너지,셀프,0.0,1609.0,1477.0,0.0
서울 중랑구,범아주유소,서울 중랑구 동일로 881,20250403,S-OIL,일반,0.0,1685.0,1519.0,1600.0
서울 중랑구,신내주유소,서울 중랑구 용마산로 705 (신내동),20250403,SK에너지,셀프,0.0,1678.0,1549.0,1500.0
서울 중랑구,신일셀프주유소,서울 중랑구 상봉로 58 (망우동),20250403,SK에너지,셀프,0.0,1698.0,1598.0,1590.0
서울 중랑구,오천만주유소,서울 중랑구 동일로 547 (면목동),20250403,S-OIL,셀프,0.0,1607.0,1467.0,0.0
서울 중랑구,용마로주유소,서울 중랑구 용마산로 309 (면목동),20250403,SK에너지,셀프,0.0,1698.0,1598.0,1600.0
서울 중랑구,우림주유소,서울 중랑구 용마산로 487 (망우제3동),20250403,GS칼텍스,셀프,0.0,1599.0,1465.0,0.0
